sample_id,source_file,mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,curve_rmse_uW,curve_mae_uW,area_error_J_g,tp_error_C,peak_height_error_uW,actual_area_J_g,pred_area_J_g,actual_tp_C,pred_tp_C,actual_peak_height_uW,pred_peak_height_uW,actual_width_C,pred_width_C,n_points_fit
kovacs_80_to_90_009,pskovacs.xlsx,two_step,80.0,49.98,90.0,499.98,549.96,49.99853648752198,43.42538444381905,0.2047532118490217,-1.0799860132831753,3.559185703955478,4.813167270677278,5.017920482526299,90.4941253662109,89.41413935292772,108.42436108925625,111.98354679321173,9.770295877207685,9.25327896370945,3582
kovacs_80_to_90_010,pskovacs.xlsx,two_step,80.0,49.98,90.0,1000.0200000000001,1050.0,51.22590649979386,43.61807684924288,0.5185961313597509,-0.9288081799158903,10.131833597900325,4.516628943298211,5.035225074657962,90.2820129394531,89.3532047595372,101.92038525661826,112.05221885451859,9.622331300666286,9.234868389323575,3582
kovacs_80_to_90_011,pskovacs.xlsx,two_step,80.0,499.98,90.0,0.1002,500.0802,46.998960256143064,41.02573467824495,0.2328842403873569,0.7913481324758465,5.3379224295684935,4.341576549710834,4.574460790098191,87.2107238769531,88.00207200942894,96.06242989816997,101.40035232773846,8.332417876166263,8.636246082680124,3581
kovacs_80_to_90_012,pskovacs.xlsx,two_step,80.0,499.98,90.0,0.4998,500.4798,47.0687652670531,41.1348152526371,0.20860648647878027,0.5073559337938747,4.487494094824157,4.366405200226041,4.57501168670482,87.7234573364258,88.23081327021967,97.11151590356059,101.59900999838474,8.527678566166212,8.733446723125951,3581
kovacs_80_to_90_013,pskovacs.xlsx,two_step,80.0,499.98,90.0,0.7979999999999999,500.778,47.24666517975409,41.216174242025005,0.22564317778604095,-0.07050990471593366,4.939135324833231,4.353947820889917,4.579590998675958,88.3377456665039,88.26723576178797,96.83658106403897,101.7757163888722,8.78881491782967,8.748156600659158,3580
kovacs_80_to_90_014,pskovacs.xlsx,two_step,80.0,499.98,90.0,1.0002,500.9802,47.26443111139616,41.24407592466568,0.21442095289524768,1.212443368591778,4.5620790099039965,4.366333076064189,4.580754028959436,87.1939163208008,88.40635968939257,97.26396071117495,101.82603972107894,8.314818184847766,8.807134524134986,3580
kovacs_80_to_90_015,pskovacs.xlsx,two_step,80.0,499.98,90.0,4.998,504.978,47.567024809421504,41.70001811039045,0.1429416987395319,0.9927394091599808,3.2659491724953256,4.463623065783169,4.606564764522699,87.7094955444336,88.70223495359357,99.42782525897667,102.693774431472,8.496137915559832,8.934054443923337,3581
kovacs_80_to_90_016,pskovacs.xlsx,two_step,80.0,499.98,90.0,10.020000000000001,510.0,48.02302310286992,41.988401756692376,0.1584505383529738,0.6127276697271782,3.510261299429274,4.475880974000411,4.634331512353386,88.2337493896484,88.84647705937557,99.94364662277349,103.45390792220276,8.722263008398807,8.994702904008518,3582
kovacs_80_to_90_017,pskovacs.xlsx,two_step,80.0,499.98,90.0,49.98,549.96,48.93940039435816,42.491508993338236,0.17882624097210287,0.4999189955729122,3.4092203676039787,4.577435936944652,4.7562621779167555,88.8348846435547,89.33480363912761,103.18708235779388,106.59630272539786,8.964365504429272,9.20552990195348,3582
kovacs_80_to_90_018,pskovacs.xlsx,two_step,80.0,499.98,90.0,100.02,600.0,49.349774262737256,42.99574909345768,0.09926611995312698,0.2680582438352985,1.555906038944741,4.73235659786817,4.831622717821298,89.3096542358398,89.5777124796751,106.94159897196027,108.49750501090502,9.176039347091917,9.311575246011845,3581
kovacs_80_to_90_019,pskovacs.xlsx,two_step,80.0,499.98,90.0,499.98,999.96,49.33707057891269,43.17527617581628,-0.03625241269146959,-0.11542532463082011,-1.323015986156861,4.998069390483438,4.961816977791968,90.0887451171875,89.97331979255668,112.97413381717968,111.65111783102282,9.53141711817646,9.49033333508702,3582
kovacs_80_to_90_020,pskovacs.xlsx,two_step,80.0,499.98,90.0,1000.0200000000001,1500.0,49.933392205504255,43.18907887242921,0.2184025707281076,-1.2260502400413742,3.639925275679815,4.763392907370646,4.9817954780987534,91.1170349121094,89.89098467206803,108.25836697587863,111.89829225155844,10.107918021596266,9.44799799304367,3582
twostep_90_to_80_001,twosteps.xlsx,two_step,90.0,49.98,80.0,0.1002,50.0802,45.377602546111035,38.54327716474207,0.529158822766354,-0.08176458024651367,12.370508849070262,3.7681733793173735,4.297332202083728,88.9017639160156,88.81999933576908,84.1844154594898,96.55492430856006,8.988390917700565,8.961902098468833,3581
twostep_90_to_80_002,twosteps.xlsx,two_step,90.0,49.98,80.0,0.4998,50.4798,45.74238927375748,38.63494569832259,0.5569967245658468,0.08290140537211244,13.041717290151894,3.7296447922532527,4.2866415168191,89.0001754760742,89.08307688144632,83.4424312032179,96.48414849336979,9.045359701712911,9.07534379109641,3581
twostep_90_to_80_003,twosteps.xlsx,two_step,90.0,49.98,80.0,0.7979999999999999,50.778,45.45296844664171,38.57689987002301,0.49733531224814476,0.6093025186789589,12.010837217502456,3.7835831721962494,4.280918484444394,88.5623931884766,89.17169570715556,84.39901074744785,96.4098479649503,8.838633263456938,9.115113805201633,3581
twostep_90_to_80_004,twosteps.xlsx,two_step,90.0,49.98,80.0,1.0002,50.980199999999996,45.26684521835667,38.404445553363324,0.5071522949931002,0.3647763503376069,11.351654348563073,3.7725467877895165,4.279699082782617,88.827995300293,89.1927716506306,85.01467141718047,96.36632576574354,8.950514367250479,9.124554617072903,3581
twostep_90_to_80_005,twosteps.xlsx,two_step,90.0,49.98,80.0,4.998,54.977999999999994,45.47872916229703,38.320778388072796,0.5385373860076373,0.21172218781964602,12.072043409042763,3.729346196148216,4.267883582155854,89.1494064331055,89.36112862092514,84.09099552899289,96.16303893803565,9.11740089986473,9.200060098132866,3582
twostep_90_to_80_006,twosteps.xlsx,two_step,90.0,49.98,80.0,10.020000000000001,60.0,45.592399359622576,38.51155921460586,0.5218006947005402,0.28126254810385376,11.985468488932923,3.7423328251891985,4.2641335198897385,89.1184234619141,89.39968601001796,84.06492965207588,96.0503981410088,9.117065829393724,9.218986526422155,3582
twostep_90_to_80_007,twosteps.xlsx,two_step,90.0,49.98,80.0,49.98,99.96,46.20878589385725,39.08560662181058,0.5120816056247215,0.747252112161604,12.516823189539096,3.803486074761563,4.315567680386285,88.6335906982422,89.3808428104038,84.37024911414557,96.88707230368466,8.893386819423927,9.223373713412919,3582
twostep_90_to_80_008,twosteps.xlsx,two_step,90.0,49.98,80.0,100.02,150.0,47.53807448736567,40.06044798619149,0.5847833120436894,0.06481458858266365,13.781504583183803,3.8111347725322244,4.395918084575913,89.2256240844727,89.29043867305536,84.62665111318955,98.40815569637336,9.200131738854049,9.188692141494249,3581
twostep_90_to_80_009,twosteps.xlsx,two_step,90.0,49.98,80.0,499.98,549.96,48.271301375235026,41.54651457524905,0.35072035794157047,0.6694484740852857,7.494545124146839,4.211856405042397,4.5625767629839675,88.5359725952148,89.20542106930009,93.86686697567393,101.36141209982077,8.861129607960763,9.174906540635748,3582
twostep_90_to_80_010,twosteps.xlsx,two_step,90.0,49.98,80.0,1000.0200000000001,1050.0,44.96412106575216,39.98521359082021,-0.2101527322625907,0.43943541256564345,-6.52578954431462,4.710759615547788,4.500606883285197,88.6669387817383,89.10637419430394,106.00831434071426,99.48252479639964,8.88601741211351,9.143358064709387,3582
twostep_90_to_80_011,twosteps.xlsx,two_step,90.0,499.98,80.0,0.1002,500.0802,47.86404708621161,41.56860682749353,0.2504843994710512,-0.47149772177911586,4.71357912628342,4.5461596842787095,4.796644083749761,89.5475769042969,89.07607918251779,102.91809235626135,107.63167148254477,9.248751835710411,9.086496961022464,3582
twostep_90_to_80_012,twosteps.xlsx,two_step,90.0,499.98,80.0,0.4998,500.4798,47.912835917924134,41.6320472006751,0.21124771598818476,-0.9918218780758679,4.128025335412602,4.577597601046726,4.7888453170349115,90.309928894043,89.31810701596713,103.57219082879197,107.70021616420458,9.666217225891803,9.185861807268774,3582
twostep_90_to_80_013,twosteps.xlsx,two_step,90.0,499.98,80.0,0.7979999999999999,500.778,48.12525902181831,41.7378319969703,0.22836785236605453,-0.8865701278381977,4.948496826338257,4.559885630252988,4.788253482619043,90.2915954589844,89.4050253311462,102.82408988871532,107.77258671505358,9.654174307243926,9.224797753786998,3582
twostep_90_to_80_014,twosteps.xlsx,two_step,90.0,499.98,80.0,1.0002,500.9802,47.93680299234748,41.63271280430628,0.19706218914570522,-0.8256866925206907,3.8375857432717737,4.588027842867939,4.785090032013644,90.2716522216797,89.44596552915901,103.86247244797357,107.70005819124535,9.640524225233323,9.243365315198616,3582
twostep_90_to_80_015,twosteps.xlsx,two_step,90.0,499.98,80.0,4.998,504.978,48.02556262085571,41.6681969520254,0.16721257737438341,-0.16823160051259833,3.529423215957692,4.598467905526353,4.765680482900736,89.8798828125,89.7116512119874,103.9020187800362,107.4314419959939,9.422128078376982,9.365477397451585,3582
twostep_90_to_80_016,twosteps.xlsx,two_step,90.0,499.98,80.0,10.020000000000001,510.0,47.719015169169715,41.51315134539045,0.12636077475661275,-0.5017628274127475,2.9863631630354917,4.619221600599592,4.7455823753562045,90.2643356323242,89.76257280491146,104.04473505781618,107.03109822085167,9.635436668846378,9.387096160481292,3583
twostep_90_to_80_017,twosteps.xlsx,two_step,90.0,499.98,80.0,49.98,549.96,46.51944743178766,40.75166679321945,-0.003635552727379287,-0.498265405549958,0.2918984939792182,4.657235656757224,4.653600104029845,90.3052444458008,89.80697904025084,104.611489008229,104.90338750220822,9.66912636018255,9.410575926090578,3582
twostep_90_to_80_018,twosteps.xlsx,two_step,90.0,499.98,80.0,100.02,600.0,45.59543799866894,40.060607579122106,-0.07027885380372176,-0.016907620139562596,-1.6335999540742563,4.665362372715679,4.595083518911957,89.8182144165039,89.80130679636434,105.08292106745466,103.4493211133804,9.402994347317364,9.414297348873074,3582
twostep_90_to_80_019,twosteps.xlsx,two_step,90.0,499.98,80.0,499.98,999.96,43.855029168092436,39.110706314780415,-0.34868995354380944,-0.5268300036846227,-7.6528068825808475,4.814581481153219,4.4658915276094096,90.1781463623047,89.65131635862008,107.85908463071064,100.20627774812979,9.608378917498996,9.35279600728196,3582
twostep_90_to_80_020,twosteps.xlsx,two_step,90.0,499.98,80.0,1000.0200000000001,1500.0,42.75614588360461,38.267744990250506,-0.4804856122586353,0.10982868878370766,-11.446940420590693,4.901092175931162,4.420606563672528,89.5727920532227,89.6826207420064,110.35909113282776,98.91215071223706,9.257376485264352,9.380883506967075,3582
