figure,panel,t2_s,t1_s,fit_curve_rank_top_to_bottom,fit_curve_color,delta_h_kj_mol,source_pixel_x,source_pixel_y,source_point_id,source_marker_color,visible_markers_at_t2,assignment_method,note
Fig2,b,20,2.0,5,peach_orange,0.54382,503.0,426.0,30,magenta,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,20,5.0,6,yellow,0.56629,499.0,446.0,29,"rgb(238,72,80)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,20,10.0,7,yellow_green,0.56629,499.0,446.0,29,"rgb(238,72,80)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,20,20.0,8,magenta,0.56629,499.0,446.0,29,"rgb(238,72,80)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,20,50.0,9,blue_star,0.56629,499.0,446.0,29,"rgb(238,72,80)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,20,100.0,10,red,0.56629,499.0,446.0,29,"rgb(238,72,80)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,0.1,1,blue,0.60562,553.0,481.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,0.2,2,orange,0.60562,553.0,481.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,0.5,3,light_green,0.60562,553.0,481.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,1.0,4,lavender,0.60562,553.0,481.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,2.0,5,peach_orange,0.60562,553.0,481.0,32,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,5.0,6,yellow,0.60674,540.0,482.0,31,"rgb(163,117,190)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,10.0,7,yellow_green,0.60674,540.0,482.0,31,"rgb(163,117,190)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,20.0,8,magenta,0.60674,540.0,482.0,31,"rgb(163,117,190)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,50.0,9,blue_star,0.60674,540.0,482.0,31,"rgb(163,117,190)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,50,100.0,10,red,0.60674,540.0,482.0,31,"rgb(163,117,190)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,0.1,1,blue,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,0.2,2,orange,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,0.5,3,light_green,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,1.0,4,lavender,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,2.0,5,peach_orange,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,5.0,6,yellow,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,10.0,7,yellow_green,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,20.0,8,magenta,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,50.0,9,blue_star,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,100,100.0,10,red,0.64831,582.5,519.0,33,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,0.1,1,blue,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,0.2,2,orange,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,0.5,3,light_green,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,1.0,4,lavender,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,2.0,5,peach_orange,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,5.0,6,yellow,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,10.0,7,yellow_green,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,20.0,8,magenta,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,50.0,9,blue_star,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,200,100.0,10,red,0.66404,622.0,533.0,34,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,0.1,1,blue,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,0.2,2,orange,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,0.5,3,light_green,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,1.0,4,lavender,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,2.0,5,peach_orange,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,5.0,6,yellow,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,10.0,7,yellow_green,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,20.0,8,magenta,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,50.0,9,blue_star,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,500,100.0,10,red,0.68652,669.0,553.0,35,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,0.1,1,blue,0.68371,736.0,550.5,37,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,0.2,2,orange,0.68371,736.0,550.5,37,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,0.5,3,light_green,0.68371,736.0,550.5,37,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,1.0,4,lavender,0.68371,736.0,550.5,37,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,2.0,5,peach_orange,0.68371,736.0,550.5,37,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,5.0,6,yellow,0.68427,704.0,551.0,36,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,10.0,7,yellow_green,0.68427,704.0,551.0,36,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,20.0,8,magenta,0.68427,704.0,551.0,36,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,50.0,9,blue_star,0.68427,704.0,551.0,36,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,b,1000,100.0,10,red,0.68427,704.0,551.0,36,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,0.1,1,blue,0.19663,216.0,104.0,1,"rgb(255,120,0)",9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,0.2,2,orange,0.24045,216.0,143.0,2,green,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,0.5,3,light_green,0.2809,216.0,179.0,3,blue/purple,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,1.0,4,lavender,0.3191,216.0,213.0,4,orange/yellow,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,2.0,5,peach_orange,0.39101,216.0,277.0,5,orange/yellow,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,5.0,6,yellow,0.39101,216.0,277.0,5,orange/yellow,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,10.0,7,yellow_green,0.44382,216.0,324.0,6,green,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,20.0,8,magenta,0.51011,216.0,383.0,7,magenta,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,50.0,9,blue_star,0.59326,216.0,457.0,8,blue/purple,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.1,100.0,10,red,0.64607,216.0,504.0,9,red/orange,9,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.2,0.1,1,blue,0.21629,252.0,121.5,10,blue/purple,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,0.2,2,orange,0.23146,252.0,135.0,11,"rgb(255,120,0)",10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,0.5,3,light_green,0.2573,252.0,158.0,12,green,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,1.0,4,lavender,0.28652,252.0,184.0,13,blue/purple,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,2.0,5,peach_orange,0.31742,252.5,211.5,19,orange/yellow,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,5.0,6,yellow,0.39101,252.0,277.0,14,orange/yellow,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,10.0,7,yellow_green,0.43596,252.0,317.0,15,green,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,20.0,8,magenta,0.50562,252.0,379.0,16,magenta,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,50.0,9,blue_star,0.58539,252.0,450.0,17,blue/purple,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.2,100.0,10,red,0.64045,252.0,499.0,18,red/orange,10,direct_10_visible_markers,all 10 ranks visually separable
Fig2,c,0.5,0.1,1,blue,0.27135,300.0,170.5,20,"rgb(87,41,166)",8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,0.2,2,orange,0.28315,301.0,181.0,27,"rgb(218,146,56)",8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,0.5,3,light_green,0.32809,300.0,221.0,21,orange/yellow,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,1.0,4,lavender,0.32809,300.0,221.0,21,orange/yellow,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,2.0,5,peach_orange,0.38876,300.0,275.0,22,orange/yellow,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,5.0,6,yellow,0.42921,300.0,311.0,23,green,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,10.0,7,yellow_green,0.49888,300.0,373.0,24,magenta,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,20.0,8,magenta,0.49888,300.0,373.0,24,magenta,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,50.0,9,blue_star,0.57303,300.0,439.0,25,blue/purple,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,0.5,100.0,10,red,0.62809,300.0,488.0,26,red/orange,8,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,0.1,1,blue,0.33258,338.0,225.0,34,"rgb(178,136,101)",7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,0.2,2,orange,0.35169,332.0,242.0,28,orange/yellow,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,0.5,3,light_green,0.35169,332.0,242.0,28,orange/yellow,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,1.0,4,lavender,0.38989,337.0,276.0,33,orange/yellow,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,2.0,5,peach_orange,0.43258,336.0,314.0,29,green,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,5.0,6,yellow,0.43258,336.0,314.0,29,green,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,10.0,7,yellow_green,0.49719,336.5,371.5,30,magenta,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,20.0,8,magenta,0.56067,336.5,428.0,31,blue/purple,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,50.0,9,blue_star,0.56067,336.5,428.0,31,blue/purple,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1,100.0,10,red,0.62247,336.5,483.0,32,red/orange,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,0.1,1,blue,0.36629,370.0,255.0,35,"rgb(130,102,143)",7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,0.2,2,orange,0.39775,370.0,283.0,36,orange/yellow,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,0.5,3,light_green,0.39775,370.0,283.0,36,orange/yellow,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,1.0,4,lavender,0.42921,373.0,311.0,37,orange/yellow,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,2.0,5,peach_orange,0.45225,373.0,331.5,38,green,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,5.0,6,yellow,0.45225,373.0,331.5,38,green,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,10.0,7,yellow_green,0.49888,373.0,373.0,39,magenta,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,20.0,8,magenta,0.55618,373.0,424.0,40,blue/purple,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,50.0,9,blue_star,0.55618,373.0,424.0,40,blue/purple,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,2,100.0,10,red,0.61798,373.0,479.0,41,red/orange,7,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,0.1,1,blue,0.44404,423.6,324.2,47,"rgb(186,156,164)",6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,0.2,2,orange,0.46573,419.0,343.5,42,orange/yellow,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,0.5,3,light_green,0.46573,419.0,343.5,42,orange/yellow,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,1.0,4,lavender,0.49551,421.0,370.0,44,green,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,2.0,5,peach_orange,0.49551,421.0,370.0,44,green,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,5.0,6,yellow,0.51573,421.0,388.0,45,magenta,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,10.0,7,yellow_green,0.51573,421.0,388.0,45,magenta,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,20.0,8,magenta,0.55843,420.0,426.0,43,blue/purple,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,50.0,9,blue_star,0.55843,420.0,426.0,43,blue/purple,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,5,100.0,10,red,0.60449,421.0,467.0,46,red/orange,6,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,0.1,1,blue,0.5264,457.0,397.5,48,green,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,0.2,2,orange,0.5264,457.0,397.5,48,green,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,0.5,3,light_green,0.55112,457.0,419.5,49,magenta,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,1.0,4,lavender,0.55112,457.0,419.5,49,magenta,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,2.0,5,peach_orange,0.55112,457.0,419.5,49,magenta,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,5.0,6,yellow,0.56854,457.0,435.0,50,blue/purple,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,10.0,7,yellow_green,0.56854,457.0,435.0,50,blue/purple,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,20.0,8,magenta,0.56854,457.0,435.0,50,blue/purple,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,50.0,9,blue_star,0.60787,457.0,470.0,51,red/orange,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,10,100.0,10,red,0.60787,457.0,470.0,51,red/orange,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,0.1,1,blue,0.5618,495.0,429.0,54,orange/yellow,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,0.2,2,orange,0.5618,495.0,429.0,54,orange/yellow,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,0.5,3,light_green,0.57303,507.0,439.0,55,yellow,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,1.0,4,lavender,0.57303,507.0,439.0,55,yellow,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,2.0,5,peach_orange,0.57303,507.0,439.0,55,yellow,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,5.0,6,yellow,0.5794,493.33,444.67,53,blue/purple,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,10.0,7,yellow_green,0.5794,493.33,444.67,53,blue/purple,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,20.0,8,magenta,0.5794,493.33,444.67,53,blue/purple,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,50.0,9,blue_star,0.61461,493.0,476.0,52,red/orange,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,20,100.0,10,red,0.61461,493.0,476.0,52,red/orange,4,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,0.1,1,blue,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,0.2,2,orange,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,0.5,3,light_green,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,1.0,4,lavender,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,2.0,5,peach_orange,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,5.0,6,yellow,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,10.0,7,yellow_green,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,20.0,8,magenta,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,50.0,9,blue_star,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,50,100.0,10,red,0.63034,540.0,490.0,56,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,0.1,1,blue,0.63034,579.0,490.0,57,"rgb(246,109,87)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,0.2,2,orange,0.63034,579.0,490.0,57,"rgb(246,109,87)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,0.5,3,light_green,0.63034,579.0,490.0,57,"rgb(246,109,87)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,1.0,4,lavender,0.65281,579.0,510.0,58,"rgb(176,121,99)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,2.0,5,peach_orange,0.65281,579.0,510.0,58,"rgb(176,121,99)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,5.0,6,yellow,0.65281,579.0,510.0,58,"rgb(176,121,99)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,10.0,7,yellow_green,0.65281,579.0,510.0,58,"rgb(176,121,99)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,20.0,8,magenta,0.65506,593.0,512.0,59,"rgb(167,100,148)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,50.0,9,blue_star,0.65506,593.0,512.0,59,"rgb(167,100,148)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,100,100.0,10,red,0.65506,593.0,512.0,59,"rgb(167,100,148)",3,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,0.1,1,blue,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,0.2,2,orange,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,0.5,3,light_green,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,1.0,4,lavender,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,2.0,5,peach_orange,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,5.0,6,yellow,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,10.0,7,yellow_green,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,20.0,8,magenta,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,50.0,9,blue_star,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,200,100.0,10,red,0.65618,613.0,513.0,60,red/orange,1,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,0.1,1,blue,0.66854,662.0,524.0,61,"rgb(242,86,132)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,0.2,2,orange,0.66854,662.0,524.0,61,"rgb(242,86,132)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,0.5,3,light_green,0.66854,662.0,524.0,61,"rgb(242,86,132)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,1.0,4,lavender,0.66854,662.0,524.0,61,"rgb(242,86,132)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,2.0,5,peach_orange,0.66854,662.0,524.0,61,"rgb(242,86,132)",2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,5.0,6,yellow,0.68539,662.0,539.0,62,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,10.0,7,yellow_green,0.68539,662.0,539.0,62,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,20.0,8,magenta,0.68539,662.0,539.0,62,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,50.0,9,blue_star,0.68539,662.0,539.0,62,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,500,100.0,10,red,0.68539,662.0,539.0,62,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,0.1,1,blue,0.68202,730.0,536.0,64,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,0.2,2,orange,0.68202,730.0,536.0,64,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,0.5,3,light_green,0.68202,730.0,536.0,64,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,1.0,4,lavender,0.68202,730.0,536.0,64,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,2.0,5,peach_orange,0.68202,730.0,536.0,64,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,5.0,6,yellow,0.68652,696.0,540.0,63,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,10.0,7,yellow_green,0.68652,696.0,540.0,63,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,20.0,8,magenta,0.68652,696.0,540.0,63,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,50.0,9,blue_star,0.68652,696.0,540.0,63,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
Fig2,c,1000,100.0,10,red,0.68652,696.0,540.0,63,red/orange,2,shared_overlap_visible_markers,overlapped ranks share a visible marker at this t2
