sample_id,pair,actual_t1_s,actual_t2_s,mode,T1_C,T2_C,t1_s,t2_s,total_anneal_time_s,rank,loss,target_loss,target_delta_h_total_J_g,pred_delta_h_total_J_g,error_delta_h_total_J_g,target_peak_area_J_g,pred_peak_area_J_g,error_peak_area_J_g,target_recovery_index,pred_recovery_index,error_recovery_index,target_path_dependence_index,pred_path_dependence_index,error_path_dependence_index
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,0.1002,10,10.1002,7,0.25354376802980255,0.25354376802980255,-1.1977614957632745,-1.207329127045391,-0.009567631282116462,-1.9082959692093322,-1.8869291956888834,0.0213667735204488,1.0,1.050349752418899,0.05034975241889894,-0.18880620872089904,-0.23693318218985338,-0.04812697346895434
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,0.1002,10.02,10.1202,8,0.2537347735896572,0.2537347735896572,-1.1977614957632745,-1.2074591480588932,-0.009697652295618697,-1.9082959692093322,-1.8870035990909326,0.021292370118399573,1.0,1.050521344142032,0.05052134414203202,-0.18880620872089904,-0.23687285875173442,-0.04806665003083538
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,300,499.98,799.98,9,0.25383333171617917,0.25383333171617917,-1.1977614957632745,-1.15964998248891,0.03811151327436457,-1.9082959692093322,-1.907436432100576,0.0008595371087563031,1.0,0.9223013280432804,-0.07769867195671964,-0.18880620872089904,-0.160645802212508,0.02816040650839105
kovacs_eig_01_006,55->90,600.0,300.0,two_step,55,90,300,600,900,10,0.2780355033788474,0.2780355033788474,-1.1977614957632745,-1.1710819869307445,0.026679508832530008,-1.9082959692093322,-1.9202758516220109,-0.011979882412678666,1.0,0.9114459523973097,-0.08855404760269026,-0.18880620872089904,-0.1619118711424429,0.026894337578456134
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,4.998,1800,1805,1,0.42316413449845236,0.42316413449845236,-1.193298130178259,-1.1859178242754562,0.007380305902802808,-1.9742909268451183,-1.914176753166646,0.06011417367847227,0.8842756217858224,0.9485028374982534,0.06422721571243095,-0.06779129471525303,0.0059044641376503615,0.07369575885290339
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,4.998,1200,1205,2,0.6316685790342315,0.6316685790342315,-1.193298130178259,-1.106389342585212,0.08690878759304699,-1.9742909268451183,-1.857237222100507,0.11705370474461141,0.8842756217858224,0.8861128345162346,0.0018372127304121522,-0.06779129471525303,0.023948377268877045,0.09173967198413008
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.4998,100.02,100.52,3,0.6533003995281536,0.6533003995281536,-1.193298130178259,-1.152262850145486,0.041035280032773125,-1.9742909268451183,-1.8548424469848985,0.11944847986021978,0.8842756217858224,1.0017696833404715,0.11749406155464903,-0.06779129471525303,-0.024368752043940824,0.0434225426713122
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.4998,100,100.5,4,0.6533065275541572,0.6533065275541572,-1.193298130178259,-1.152245057236901,0.04105307294135807,-1.9742909268451183,-1.8548325306323574,0.11945839621276089,0.8842756217858224,1.0017497279660441,0.1174741061802217,-0.06779129471525303,-0.02437598024183448,0.043415314473418544
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.4998,100,100.5,5,0.6533065275541572,0.6533065275541572,-1.193298130178259,-1.152245057236901,0.04105307294135807,-1.9742909268451183,-1.8548325306323574,0.11945839621276089,0.8842756217858224,1.0017497279660441,0.1174741061802217,-0.06779129471525303,-0.02437598024183448,0.043415314473418544
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.798,300,300.798,6,0.6571951841491678,0.6571951841491678,-1.193298130178259,-1.1901453799174988,0.0031527502607602287,-1.9742909268451183,-1.879858115228094,0.09443281161702433,0.8842756217858224,1.0348997553435924,0.15062413355776993,-0.06779129471525303,0.011321512681094152,0.07911280739634718
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.4998,49.98,50.4798,7,0.661318070294161,0.661318070294161,-1.193298130178259,-1.093985397550302,0.09931273262795703,-1.9742909268451183,-1.8231306219648682,0.15116030488025012,0.8842756217858224,0.9347772447776397,0.05050162299181726,-0.06779129471525303,-0.05160247132617532,0.016188823389077706
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.4998,60,60.4998,8,0.6614926670862324,0.6614926670862324,-1.193298130178259,-1.108700996867244,0.08459713331101493,-1.9742909268451183,-1.831006941720737,0.14328398512438123,0.8842756217858224,0.9519839972582551,0.06770837547243269,-0.06779129471525303,-0.04406000368987703,0.023731291025375995
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.4998,30,30.4998,9,0.6788469957932379,0.6788469957932379,-1.193298130178259,-1.0551499683203083,0.13814816185795076,-1.9742909268451183,-1.8026441199079568,0.1716468069371615,0.8842756217858224,0.8885629997251179,0.004287377939295456,-0.06779129471525303,-0.07371325253361644,-0.00592195781836341
