mode,T1_C,T2_C,t1_s,t2_s,total_anneal_time_s,requires_multi_rate_arrt,heating_rates_C_min,raw_eig_score,eig_score,uncertainty_component,sensitivity_component,novelty_component,asymmetry_component,time_penalty_component,has_existing_strict_arrt_pair,pred_delta_h_total_J_g,uncertainty_delta_h_total_J_g,pred_peak_area_J_g,uncertainty_peak_area_J_g,pred_activation_enthalpy_H_star_kj_mol,uncertainty_activation_enthalpy_H_star_kj_mol,pred_activation_entropy_S_star_j_mol_K,uncertainty_activation_entropy_S_star_j_mol_K,rank
two_step,80.0,90.0,1800.0,100.0,1900.0,True,"5,10,20,40",0.5672865142071319,0.5672865142071319,0.9835228892753578,0.0,0.5563198796733444,0.5565946032077425,0.5277777777777778,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,7
two_step,90.0,80.0,1800.0,100.0,1900.0,True,"5,10,20,40",0.5672865142071319,0.5672865142071319,0.9835228892753578,0.0,0.5563198796733444,0.5565946032077425,0.5277777777777778,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,8
two_step,80.0,90.0,900.0,30.0,930.0,True,"5,10,20,40",0.555035334819485,0.555035334819485,0.9835227727275161,2.8059987298121077e-07,0.3381016500143817,0.6549635360592492,0.25833333333333336,False,-1.1607928882438514,0.72707593921319,-1.7703093162887567,0.4444801522951318,491.2591939203358,54.93082187341858,1082.148206021467,147.44839866948118,48
two_step,90.0,80.0,900.0,30.0,930.0,True,"5,10,20,40",0.5550353175020396,0.5550353175020396,0.9835228867001548,6.1793417178373285e-09,0.3381016500143817,0.6549635360592492,0.25833333333333336,False,-1.1607929774878136,0.7270760112018585,-1.770309305388397,0.4444802088243496,491.25919858661507,54.93082811217962,1082.1482186439298,147.44841538282083,49
two_step,80.0,90.0,1800.0,300.0,2100.0,True,"5,10,20,40",0.5502055777379969,0.5502055777379969,0.9835228892753578,0.0,0.5989164891833871,0.3450364639407507,0.5833333333333334,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,29
two_step,90.0,80.0,1800.0,300.0,2100.0,True,"5,10,20,40",0.5502055777379969,0.5502055777379969,0.9835228892753578,0.0,0.5989164891833871,0.3450364639407507,0.5833333333333334,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,30
two_step,80.0,90.0,300.0,10.0,310.0,True,"5,10,20,40",0.5455595317785982,0.5455595317785982,0.9835218896033785,2.407292581148236e-06,0.2218330745844832,0.6549635360592493,0.08611111111111111,False,-1.1607921967569532,0.7270753815124629,-1.7703094006830546,0.4444797143300431,491.25915774772363,54.93077352454878,1082.1481081733925,147.44826914486646,31
two_step,90.0,80.0,300.0,10.0,310.0,True,"5,10,20,40",0.54555938440518,0.54555938440518,0.9835228586190916,7.357062418033859e-08,0.2218330745844832,0.6549635360592493,0.08611111111111111,False,-1.160792955479271,0.7270759933969789,-1.7703093081119758,0.4444801948632181,491.2591974471176,54.930826579656035,1082.1482155613894,147.4484112774653,32
two_step,80.0,90.0,100.0,10.0,110.0,True,"5,10,20,40",0.544722395027274,0.544722395027274,0.9835228892753578,0.0,0.3012049980929087,0.4434053967922575,0.030555555555555555,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,9
two_step,90.0,80.0,100.0,10.0,110.0,True,"5,10,20,40",0.544722395027274,0.544722395027274,0.9835228892753578,0.0,0.3012049980929087,0.4434053967922575,0.030555555555555555,False,-1.160792979507145,0.7270760128358681,-1.7703093051388439,0.4444802101050129,491.2591986910617,54.93082825265511,1082.1482189264768,147.44841575912665,10
