mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,condition_key,rank,loss,target_loss,mean_uncertainty,target_activation_enthalpy_H_star_kj_mol,pred_activation_enthalpy_H_star_kj_mol,error_activation_enthalpy_H_star_kj_mol,target_activation_entropy_S_star_j_mol_K,pred_activation_entropy_S_star_j_mol_K,error_activation_entropy_S_star_j_mol_K
two_step,50,10,55,1800,1810,single_step|90|100||,1,1.0751956506039595,0.8858043485239034,7.961231770669463,540.6682955354911,587.0673726644519,46.39907712896081,1213.5745978534464,1340.118671023735,126.54407317028858
two_step,50,10,55,1200,1210,single_step|90|100||,2,1.079479788714891,0.8851151519499687,8.709898504912777,540.6682955354911,587.0310716017077,46.36277606621661,1213.5745978534464,1340.0208152397872,126.44621738634078
two_step,50,10,60,1800,1810,single_step|90|100||,3,1.1091221332057037,0.8840992454428624,9.742811054808731,540.6682955354911,586.977542946112,46.309247410620856,1213.5745978534464,1339.8766292544426,126.30203140099616
two_step,50,10,55,900,910,single_step|90|100||,4,1.1161795186410264,0.8830641145314595,10.897436872145006,540.6682955354911,586.9230075616316,46.25471202614051,1213.5745978534464,1339.7296961344628,126.15509828101631
two_step,50,10,60,1200,1210,single_step|90|100||,5,1.1331649369210977,0.8821952198754199,11.54015251895055,540.6682955354911,586.8772393438614,46.20894380837035,1213.5745978534464,1339.6063323909614,126.03173453751492
two_step,55,10,55,1200,1210,single_step|90|100||,6,1.1376137724065882,0.8825517740263141,11.744766585680377,540.6682955354911,586.895976597702,46.22768106221088,1213.5745978534464,1339.657086874708,126.08248902126161
two_step,55,10,55,1800,1810,single_step|90|100||,7,1.14492038583662,0.8830857295107178,11.583399482961772,540.6682955354911,586.9240718995591,46.25577636406797,1213.5745978534464,1339.732987614458,126.15838976101145
two_step,55,10,60,1800,1810,single_step|90|100||,8,1.1478990576218564,0.8821844013874052,11.77739947838923,540.6682955354911,586.8766498236258,46.20835428813473,1213.5745978534464,1339.6048554052638,126.03025755181739
two_step,50,10,50,1800,1810,single_step|90|100||,9,1.168974088492694,0.8817230412363597,12.854219029483382,540.6682955354911,586.8522490873504,46.183953551859304,1213.5745978534464,1339.5396495687764,125.96505171532999
two_step,50,10,50,1200,1210,single_step|90|100||,10,1.1691569458991546,0.880857541710949,13.406636876076947,540.6682955354911,586.8066603519045,46.1383648164134,1213.5745978534464,1339.416765917491,125.84216806404447
two_step,95,10,100,600,610,single_step|95|100.02||,1,0.5430502189567972,0.33173449375421304,10.057452926795875,455.4153145851741,473.1534434947198,17.738128909545708,986.8656138214928,1033.1715752191196,46.30596139762679
two_step,90,10,100,600,610,single_step|95|100.02||,2,0.5534819200078029,0.33245778704478257,10.542873314817683,455.4153145851741,473.19155314745257,17.77623856227848,986.8656138214928,1033.2742342480922,46.40862042659933
two_step,90,30,100,1800,1830,single_step|95|100.02||,3,0.5875127068286703,0.3330237194491389,11.199449368976572,455.4153145851741,473.2213398276021,17.806025242428007,986.8656138214928,1033.3546539289505,46.48904010745764
two_step,85,10,100,600,610,single_step|95|100.02||,4,0.5883224938929811,0.3341603232734516,12.199775197643143,455.4153145851741,473.28115670588454,17.865842120710454,986.8656138214928,1033.516184441397,46.6505706199041
two_step,95,30,100,1800,1830,single_step|95|100.02||,5,0.5899568703364083,0.33266404114256354,11.339641459692242,455.4153145851741,473.2023432103087,17.78702862513461,986.8656138214928,1033.303740288858,46.43812646736524
